epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,1314.71,0.21615,0.23257,0.00077,0.96505,0.95788,0.98368,0.97779,0.12885,0.13008,0.00071,0.0004085,0.0004085,0.0004085
70,1333.63,0.21286,0.20818,0.0008,0.94791,0.95014,0.98223,0.9763,0.13095,0.12895,0.00067,0.000396125,0.000396125,0.000396125
71,1352.49,0.21519,0.2189,0.00075,0.95024,0.95739,0.98794,0.98208,0.11578,0.11092,0.00067,0.00038375,0.00038375,0.00038375
72,1371.31,0.21173,0.21744,0.00075,0.96243,0.93364,0.98296,0.97649,0.11546,0.13908,0.00064,0.000371375,0.000371375,0.000371375
73,1390.12,0.20545,0.22638,0.00075,0.97156,0.93728,0.98483,0.97898,0.10275,0.11915,0.00052,0.000359,0.000359,0.000359
74,1408.98,0.20864,0.20655,0.00072,0.96047,0.95067,0.98658,0.98153,0.11641,0.11852,0.00066,0.000346625,0.000346625,0.000346625
75,1427.6,0.21306,0.19959,0.00075,0.974,0.94679,0.98801,0.98248,0.10702,0.10468,0.00057,0.00033425,0.00033425,0.00033425
76,1446.36,0.20439,0.21355,0.00069,0.94587,0.96646,0.98648,0.98057,0.1047,0.11694,0.00057,0.000321875,0.000321875,0.000321875
77,1465.14,0.19564,0.21355,0.00071,0.97031,0.94558,0.98699,0.98131,0.10103,0.11427,0.0005,0.0003095,0.0003095,0.0003095
78,1484.01,0.19197,0.19652,0.00066,0.9403,0.97435,0.98838,0.98311,0.10724,0.10617,0.00059,0.000297125,0.000297125,0.000297125
79,1503.14,0.19197,0.20671,0.00067,0.93396,0.98088,0.98461,0.9808,0.09928,0.11611,0.0005,0.00028475,0.00028475,0.00028475
80,1521.7,0.18607,0.2027,0.00069,0.97184,0.94555,0.98657,0.98262,0.08876,0.11284,0.00045,0.000272375,0.000272375,0.000272375
81,1540.46,0.18764,0.19577,0.00062,0.96251,0.96154,0.98797,0.98402,0.09706,0.11077,0.00048,0.00026,0.00026,0.00026
82,1559.9,0.19049,0.19779,0.00064,0.98292,0.96993,0.98814,0.98304,0.09411,0.09262,0.00046,0.000247625,0.000247625,0.000247625
83,1578.33,0.18399,0.17887,0.00063,0.9817,0.9527,0.98866,0.98408,0.10663,0.09675,0.00051,0.00023525,0.00023525,0.00023525
84,1597.39,0.18899,0.18095,0.00062,0.97296,0.96723,0.9905,0.98493,0.09598,0.09111,0.0005,0.000222875,0.000222875,0.000222875
